"","Base salary","Net worth","Last elected","Next election","Associate","Bachelor's","Service / branch","Years of service","Religion","Profession"
"1692",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700",NA,NA,NA,"November 3, 2020",NA,"Tarleton State University",NA,NA,"Christian","Pastor"
"1701",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","$174,000","(2012) $143,153,910","November 6, 2018","November 3, 2020",NA,"Trinity University",NA,NA,NA,NA
"1704",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1705",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1706",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1707",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1710",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","$174,000","(2012) $958,005","November 6, 2018","November 3, 2020",NA,"Texas Wesleyan University",NA,NA,"Christian: Methodist","High School Teacher, Insurance Executive"
"1714",NA,NA,NA,"November 3, 2020",NA,"University of Wyoming, 1989",NA,NA,"Christian","College professor"
"1715",NA,NA,NA,"November 3, 2020",NA,"University of North Texas, 1997",NA,NA,"Christian","High School Teacher/Coach"
"1716",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1717",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1720",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1721","$174,000","(2012) $833,002","November 6, 2018","November 3, 2020",NA,"University of Houston, Clear Lake",NA,NA,NA,NA
"1722",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1723",NA,NA,NA,"November 3, 2020",NA,"University of Houston, 2018",NA,NA,"Jewish",NA
"1724",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,"Islam","Pharmaceutical executive"
"1725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1728",NA,NA,NA,"November 3, 2020",NA,"Louisiana State University",NA,NA,"Christian",NA
"1729","$174,000",NA,"November 6, 2018","November 3, 2020",NA,NA,NA,NA,NA,NA
"1730",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1733",NA,NA,NA,"July 14, 2020",NA,"Tarleton State University, 2018",NA,NA,"Catholic",NA
"1734",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1735","$174,000/year","(2012) $1,648,529",NA,"July 14, 2020",NA,"Southwestern University",NA,NA,NA,"Business executive"
"1736",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,"Christian","Business owner and general contractor"
"1740",NA,NA,NA,"July 14, 2020",NA,NA,"United States Army",NA,NA,NA
"1741",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1742","$174,000",NA,"November 6, 2018","November 3, 2020",NA,NA,NA,NA,NA,NA
"1743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1745","$174,000","(2012) $150,500","November 6, 2018","November 3, 2020",NA,"Stanford University",NA,NA,NA,"Attorney/Professor"
"1746",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,"Christian","Educator"
"1747",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1748",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1749",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1750","$174,000",NA,"November 6, 2018","November 3, 2020",NA,NA,NA,NA,NA,NA
"1751",NA,NA,NA,"November 3, 2020",NA,"Texas Christian University",NA,NA,NA,"Attorney"
"1752",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1753",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1754",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1755",NA,NA,NA,"July 14, 2020",NA,"Texas A&M",NA,NA,NA,NA
"1756",NA,NA,NA,"November 3, 2020",NA,NA,"U.S. Army","2002 - 2005","Catholic","Content creator"
"1757",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1758",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,"Cryptologist"
"1759",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1762",NA,NA,NA,"November 3, 2020",NA,"University of Texas, San Antonio, 1991",NA,NA,"Christian","Attorney"
"1763",NA,NA,NA,"July 14, 2020",NA,"Ohio State University, Columbus, 1979","United States Air Force, Colonel","1979 - 2005",NA,NA
"1764",NA,NA,"May 6, 2017","July 14, 2020",NA,NA,NA,NA,NA,NA
"1765",NA,NA,NA,"November 3, 2020",NA,"Cornell University",NA,NA,NA,"Consultant"
"1766",NA,NA,NA,"November 3, 2020",NA,NA,"U.S. Marine Corps","1984 - 1992","The Church of Jesus Christ of Latter-day Saints (Mormon)",NA
"1767",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,"Christian","Journalist"
"1768",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1769","$174,000","(2012) $13,295,011","November 6, 2018","November 3, 2020",NA,"Texas Christian University",NA,NA,"Christian","Business owner"
"1770",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1771",NA,NA,NA,"November 3, 2020",NA,"United States Naval Academy, 1973","United States Navy","1969 - 1975",NA,"Pilot"
"1772","$174,000","(2012) $1,526,538","November 6, 2018","November 3, 2020",NA,"North Texas State University",NA,NA,NA,"Doctor"
"1773",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1774",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,"Computer architect/scientist"
"1775",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1776",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1777","$174,000",NA,"November 6, 2018","November 3, 2020",NA,NA,NA,NA,NA,NA
"1778",NA,NA,NA,"August 18, 2020",NA,NA,NA,NA,NA,NA
"1779",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1780","$174,000","(2012) $855,006","November 6, 2018","November 3, 2020","Laredo Community College","Georgetown University",NA,NA,"Christian: Catholic","Attorney"
"1781",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,"Southern Baptist",NA
"1782",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1783","$174,000",NA,"November 6, 2018","November 3, 2020",NA,NA,NA,NA,NA,NA
"1784",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1785",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1786","$174,000","(2012) $766,001","November 6, 2018","November 3, 2020",NA,"Texas Christian University",NA,NA,NA,"Nurse"
"1787",NA,NA,NA,"November 3, 2020",NA,"Midwestern State University, 2003","United States Army","1995 - 1999",NA,"Dallas Police Sergeant "
"1788","$174,000","(2012) $375,000","November 6, 2018","November 3, 2020",NA,"Texas Tech University",NA,NA,"Christian: Lutheran","Lawyer, Judge"
"1789",NA,NA,NA,"July 14, 2020",NA,"Trine University",NA,NA,NA,"Computer engineer"
"1790",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1791",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1792",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","$174,000",NA,"November 6, 2018","November 3, 2020",NA,"Baylor University",NA,NA,NA,NA
"1795",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,"Christian",NA
"1798","$174,000","(2012) $229,009","November 6, 2018","November 3, 2020",NA,"Texas Wesleyan University",NA,NA,NA,"Real-estate broker"
"1799",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1800",NA,NA,NA,"November 3, 2020",NA,"Missouri Southern State University",NA,NA,NA,NA
"1801",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,"Business owner"
"1802","$174,000","(2012) $4,397,011","November 6, 2018","November 3, 2020",NA,"Georgetown University",NA,NA,"Christian: Catholic","Attorney"
"1803",NA,NA,NA,"November 3, 2020",NA,"Baylor University","U.S. Air Force",NA,NA,"Adjunct professor"
"1804",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1805","$174,000","(2012) $21,008,542","November 6, 2018","November 3, 2020",NA,"University of Texas",NA,NA,"Christian: Methodist","Attorney"
"1806",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1807",NA,NA,NA,"July 14, 2020",NA,NA,NA,NA,NA,NA
"1808",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1809",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,"Christian",NA
"1810","$174,000",NA,"November 6, 2018","November 3, 2020",NA,"Lamar University","United States Air Force",NA,NA,"Dentist"
"1811",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1812",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1813",NA,NA,NA,"June 30, 2020",NA,"University of Wyoming",NA,NA,"Unitarian Universalist","District director, Utah State Office of Rehabilitation"
"1814",NA,NA,NA,"June 30, 2020",NA,NA,NA,NA,NA,NA
"1815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817",NA,NA,NA,NA,NA,NA,NA,NA,"Church of Jesus Christ of Latter Day Saints","Attorney/Business Owner"
"1818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819",NA,NA,NA,"June 30, 2020",NA,NA,NA,NA,NA,NA
"1820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823",NA,NA,NA,"June 30, 2020",NA,NA,NA,NA,NA,NA
"1824",NA,NA,NA,NA,NA,NA,NA,NA,"Church of Jesus Christ of Latter Day Saints","Real Estate Broker"
"1825",NA,NA,NA,"June 30, 2020",NA,NA,NA,NA,NA,NA
"1826",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teacher, trucking industry, real estate"
"1827",NA,NA,NA,"June 30, 2020","Bellevue Community College","University of Colorado, Boulder",NA,NA,"The Church of Jesus Christ of Latter-day Saints (Mormon)",NA
"1828","$174,000","(2012) $415,501.50","November 6, 2018","November 3, 2020",NA,"Utah State University","U.S. Air Force","1984 - 1998","The Church of Jesus Christ of Latter-day Saints (Mormon)","Business owner"
"1829",NA,NA,NA,NA,NA,"University of Utah, 1985",NA,NA,"The Church of Jesus Christ of Latter-day Saints (Mormon)",NA
"1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Business"
"1831",NA,NA,NA,NA,NA,NA,NA,NA,"Church of Jesus Christ of Latter Day Saints","Small business owner"
"1832",NA,NA,NA,NA,NA,"University of Utah, 1977",NA,NA,NA,NA
"1833",NA,NA,NA,NA,NA,"University of St. Thomas",NA,NA,NA,NA
"1834",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1835",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1836","$174,000",NA,"November 6, 2018","November 3, 2020",NA,"Brigham Young University",NA,NA,NA,"Provo City Mayor"
"1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839",NA,NA,NA,NA,NA,"Brigham Young University, 2015",NA,NA,"The Church of Jesus Christ of Latter-day Saints (Mormon)",NA
"1840",NA,NA,NA,"November 3, 2020",NA,"University of Utah, 1989",NA,NA,"Church of Jesus Christ of Latter Day Saints","Author, speaker"
"1841",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1842",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1843","$174,000",NA,"November 6, 2018","November 3, 2020",NA,"University of Utah",NA,NA,NA,NA
"1844",NA,NA,NA,NA,NA,"Utah Valley University",NA,NA,NA,NA
"1845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846",NA,NA,NA,NA,NA,"Brigham Young University, 1989",NA,NA,"The Church of Jesus Christ of Latter-day Saints (Mormon)",NA
"1847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848",NA,NA,NA,"June 30, 2020",NA,NA,NA,NA,NA,NA
"1849","$273/day",NA,"November 6, 2018","June 30, 2020",NA,NA,NA,NA,NA,NA
"1850",NA,NA,NA,"June 30, 2020",NA,NA,NA,NA,NA,NA
"1851",NA,NA,NA,"June 30, 2020",NA,NA,NA,NA,NA,NA
"1852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1854",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1855","$174,000","$824,513","November 6, 2018","November 3, 2020",NA,"Virginia Polytechnic Institute",NA,NA,NA,NA
"1856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857",NA,NA,NA,"June 23, 2020",NA,"University of Illinois, Chicago",NA,NA,"Islam","Human rights lawyer"
"1858",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860","$174,000",NA,"November 6, 2018","November 3, 2020",NA,NA,"U.S. Navy",NA,NA,"Business owner"
"1861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863",NA,NA,NA,"June 23, 2020",NA,"Embry Riddle University, 2008","U.S. Navy","1985 - 2012","Christian","U.S. Navy, retired"
"1864",NA,NA,NA,"June 23, 2020",NA,NA,"U.S. Navy",NA,"Christian: Catholic","Engineer/Founder, Loyola Enterprises"
"1865","$174,000/year",NA,NA,"June 23, 2020",NA,NA,"U.S. Navy","1997 - 2005",NA,"Business owner"
"1866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868",NA,NA,NA,"June 23, 2020",NA,"Campbell University, 2003","U.S. Marine Corps","1981 - 2001","Catholic","Intelligence specialist"
"1869",NA,NA,NA,"June 23, 2020",NA,NA,"U.S. Army",NA,"Hebrew",NA
"1870",NA,NA,NA,"June 23, 2020",NA,"U.S. Naval Academy, 1974","U.S. Navy","1974 - 1994","Christian",NA
"1871",NA,NA,NA,"November 3, 2020",NA,NA,"United States Navy","2008-08-05 - 2016-05-03","Christian","Electronics technician"
"1872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,"Christian",NA
"1874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875","$174,000",NA,"November 6, 2018","June 23, 2020",NA,NA,NA,NA,NA,NA
"1876",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1879",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1880",NA,NA,NA,"June 23, 2020",NA,NA,"United States Marine Corps",NA,NA,NA
"1881",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884",NA,NA,NA,NA,NA,NA,NA,NA,"Athiest",NA
"1885","$174,000",NA,"November 6, 2018","November 3, 2020",NA,NA,NA,NA,NA,NA
"1886",NA,NA,NA,NA,NA,"Virginia Commonwealth University, 2002",NA,NA,"Christian-Mormon","Business owner"
"1887",NA,NA,NA,"June 23, 2020",NA,NA,"1991-1997",NA,NA,NA
"1888","$17,640/year",NA,"November 5, 2019","June 23, 2020",NA,NA,NA,NA,"Christian","Veteran services"
"1889",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1890",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1891","$17,640/year",NA,"November 5, 2019","June 23, 2020",NA,NA,"United States Navy",NA,NA,"Business owner"
"1892",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1893",NA,NA,NA,"June 23, 2020",NA,"University of Massachusetts","U.S. Coast Guard","2003 - 2009",NA,NA
"1894",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,"Christian","Banker"
"1897",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1898",NA,NA,NA,"June 23, 2020",NA,"University of Pennsylvania, 1990",NA,NA,"Christian","Historian"
"1899",NA,NA,NA,"June 23, 2020",NA,"Washington & Lee University, 1988","United States Army","1990 - 2010","Southern Baptist","Political activist"
"1900",NA,NA,NA,"November 3, 2020",NA,"Indiana University, 1992",NA,NA,NA,NA
"1901","$174,000","$232,500.50","November 6, 2018","November 3, 2020",NA,"Emory & Henry College",NA,NA,NA,"Attorney"
"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903","$174,000",NA,"November 6, 2018","November 3, 2020",NA,"University of Maryland",NA,NA,NA,"Attorney"
"1904",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1905",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1906",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1907",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1908",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1909",NA,NA,NA,"June 23, 2020",NA,"Virginia Tech, 2015",NA,NA,"Islam",NA
"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911",NA,NA,NA,"November 3, 2020",NA,"Indiana University, 1992",NA,NA,NA,NA
"1912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1915",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,"Atheist","Building inspector"
"1916",NA,NA,NA,"August 4, 2020",NA,NA,"United States Navy","1987 - 2007","Christian",NA
"1917","$174,000","$8,000.50","November 6, 2018","August 4, 2020","Bellevue Community College","University of Washington",NA,NA,"Christian","Public service"
"1918",NA,NA,NA,"August 4, 2020",NA,"University of Alaska Anchorage and University of Alaska Juneau",NA,NA,NA,NA
"1919",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1920",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1921","$174,000",NA,"November 6, 2018","August 4, 2020",NA,"Washington State University, 1977",NA,NA,"Christian: Presbyterian","Farmer"
"1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923","$174,000","$1,318,508.50","November 6, 2018","August 4, 2020",NA,"Pensacola Christian College",NA,NA,NA,NA
"1924",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1925",NA,NA,NA,"August 4, 2020",NA,NA,"United States Air Force",NA,NA,NA
"1926",NA,NA,NA,"August 4, 2020",NA,"University of Mary Washington, 2007-05",NA,NA,"Catholic","Small business owner"
"1927",NA,NA,NA,NA,NA,"Colorado State University","United States Air Force",NA,NA,"Small business owner"
"1928",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1929","$174,000",NA,"November 6, 2018","August 4, 2020",NA,NA,NA,NA,NA,"Community activist"
"1930",NA,NA,NA,"August 4, 2020",NA,"Western Washington University, 1991",NA,NA,NA,"Independent scholar"
"1931",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1932",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1933",NA,NA,NA,"August 4, 2020",NA,"University of Washington","United States Army",NA,NA,NA
"1934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,"Agnostic","Truck Driver"
"1937","$47,776/year",NA,"November 6, 2018","August 4, 2020",NA,NA,NA,NA,NA,NA
"1938",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1939",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1940",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1941",NA,NA,NA,"August 4, 2020",NA,"University of Washington",NA,NA,"Roman Catholic",NA
"1942",NA,NA,NA,"August 4, 2020",NA,NA,"U.S. Army","2005 - 2016",NA,NA
"1943",NA,NA,NA,"August 4, 2020","Central Texas College","Thomas Edison State College",NA,NA,NA,"Security consultant"
"1944",NA,NA,NA,"August 4, 2020",NA,"University of Puget Sound, 2011",NA,NA,NA,"Software engineer"
"1945",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1946",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1947",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949","$174,000","(2012) $766,002","November 6, 2018","August 11, 2020",NA,"University of Wisconsin, Madison, 1986",NA,NA,NA,"Owner, Budget Signs and Specialties"
"1950",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1951",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1952","$174,000","$404,004.50","November 6, 2018","August 11, 2020",NA,"Harvard University",NA,NA,NA,NA
"1953",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1954",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1955",NA,NA,NA,"August 11, 2020",NA,"University of Wisconsin, Eau Claire, 2012",NA,NA,NA,"Public relations"
"1956",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1959",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1960",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1961",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"1962","$174,000",NA,"November 6, 2018","August 11, 2020",NA,"Marquette University",NA,NA,NA,NA
"1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964",NA,NA,NA,"August 11, 2020",NA,"University of Wisconsin, Milwaukee","United States Navy","1982 - 1988",NA,NA
"1965","$50,950/year",NA,"November 6, 2018","August 11, 2020",NA,"University of Wisconsin, Oshkosh, 1985",NA,NA,NA,"Business owner"
"1966","$174,000",NA,"November 6, 2018","August 11, 2020",NA,"University of Wisconsin, Madison",NA,NA,NA,"Attorney"
"1967",NA,NA,NA,"August 11, 2020",NA,"University of Wisconsin, Oshkosh, 2016",NA,NA,NA,"IT Consultant"
"1968",NA,NA,NA,"August 11, 2020",NA,"DePaul University, 2007",NA,NA,NA,NA
"1969","$49,943",NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,"Attorney, adjunct professor"
"1970",NA,NA,NA,"August 11, 2020",NA,"Albion College, 1991",NA,NA,NA,NA
"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973","$174,000",NA,"November 6, 2018","August 11, 2020",NA,"Princeton University, 2006","U.S. Marine Corps",NA,NA,NA
"1974","$50,950/year",NA,"November 6, 2018","August 11, 2020",NA,NA,NA,NA,NA,NA
"1975","$174,000","$9,681,041","November 6, 2018","June 9, 2020",NA,"Purdue University",NA,NA,NA,NA
"1976",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1977",NA,NA,NA,"June 9, 2020",NA,"United States Military Academy","United States Army Reserves",NA,NA,"Attorney"
"1978","$174,000",NA,"November 6, 2018","June 9, 2020",NA,"Dartmouth College, 1993",NA,NA,"Christian: Catholic",NA
"1979",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1980",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1981","$174,000",NA,"November 6, 2018","June 9, 2020",NA,"Columbia College, 1972",NA,NA,"Christian: Baptist","Business owner"
"1982",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1983",NA,NA,NA,"June 9, 2020",NA,"Marshall University",NA,NA,NA,NA
"1984",NA,NA,NA,"June 9, 2020",NA,"Marshall University, 2014",NA,NA,"Baptist",NA
"1985",NA,NA,NA,"June 9, 2020",NA,"University of West Florida, 2011",NA,NA,"Christian",NA
"1986",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,"Christian",NA
"1987","$174,000",NA,"November 6, 2018","August 18, 2020",NA,"Colorado College",NA,NA,NA,"Attorney"
"1988",NA,NA,NA,"August 18, 2020",NA,NA,NA,NA,NA,NA
"1989","$174,000",NA,"November 4, 2014","August 18, 2020",NA,"Harvard University, 1987","United States Marine Corps Active Reserves","1993 - 1997",NA,NA
"1990",NA,NA,NA,"August 18, 2020",NA,NA,NA,NA,NA,NA
"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992",NA,NA,NA,"August 18, 2020",NA,NA,NA,NA,NA,NA
"1993",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
